time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon
2013-05-27,0.014087654,12.96916667,0,310.0398546,0.279740112,0.863090773,0.119987163,157.0294549,15.70294549,1.457414105,0.112043913,0.888408058,0.119987163,11.97389606
2013-05-28,0.014075575,14.81895833,0,297.6378493,0.270716238,0.882595649,0.121211522,156.9317846,15.69317846,1.45636528,0.113981272,0.904619928,0.121211522,11.95397564
2013-05-29,0.013962662,16.21322917,0,288.8618761,0.261692363,0.902100525,0.12243588,156.8341143,15.68341143,1.455316456,0.115918631,0.920831798,0.12243588,11.93405521
2013-05-30,0.013161986,16.79989583,0,285.3062888,0.252668489,0.921605401,0.123660239,156.736444,15.6736444,1.454267631,0.11785599,0.937043668,0.123660239,11.91413479
2013-05-31,0.01426218,17.08458333,0,283.6089751,0.243644614,0.941110278,0.124884598,156.6387737,15.66387737,1.453218807,0.117533097,0.932913271,0.124884598,11.89421437
2013-06-01,0.013631637,17.27729167,0,282.4702592,0.234620739,0.960615154,0.126108957,156.5411033,15.65411033,1.452169982,0.117210203,0.928782874,0.126108957,11.87429394
2013-06-02,0.017497306,16.981875,0,284.2192381,0.225596865,0.98012003,0.127333316,156.443433,15.6443433,1.451121157,0.11688731,0.924652477,0.127333316,11.85437352
2013-06-03,0.0154656,16.80583333,0,285.2707039,0.21657299,0.999624906,0.128557674,156.3457627,15.63457627,1.450072333,0.116564417,0.92052208,0.128557674,11.8344531
2013-06-04,0.013281937,16.43541667,0,287.5059983,0.207549116,1.019129782,0.129782033,156.2480924,15.62480924,1.449023508,0.116241524,0.916391683,0.129782033,11.81453268
2013-06-05,0.01226969,16.06635417,0,289.7644575,0.198525241,1.038634659,0.131006392,156.1504221,15.61504221,1.447974684,0.115918631,0.912261286,0.131006392,11.79461225
2013-06-06,0.057704564,15.22885417,0,295.0088827,0.189501366,1.058139535,0.132230751,156.0527517,15.60527517,1.446925859,0.115595738,0.908130889,0.132230751,11.77469183
2013-06-07,0.045895805,15.00135417,0,296.4628638,0.180477492,1.077644411,0.13345511,155.9550814,15.59550814,1.445877034,0.115272845,0.904000493,0.13345511,11.75477141
2013-06-08,0.03320504,15.40239583,0,293.9082956,0.171453617,1.097149287,0.134679468,155.8574111,15.58574111,1.44482821,0.114949952,0.899870096,0.134679468,11.73485098
2013-06-09,0.02450257,16.30197917,0,288.3189192,0.162429743,1.116654164,0.135903827,155.7597408,15.57597408,1.443779385,0.114627058,0.895739699,0.135903827,11.71493056
2013-06-10,0.027570241,16.66102941,0,286.140818,0.153405868,1.13615904,0.137128186,155.6620705,15.56620705,1.442730561,0.114304165,0.891609302,0.137128186,11.69501014
2013-06-11,0.028565626,16.42083333,0,287.5946425,0.144381994,1.155663916,0.138352545,155.5644001,15.55644001,1.441681736,0.113981272,0.887478905,0.138352545,11.67508971
2013-06-12,0.023251552,17.17,0,283.1032361,0.135358119,1.175168792,0.139576904,155.4667298,15.54667298,1.440632911,0.113658379,0.883348508,0.139576904,11.65516929
2013-06-13,0.021882491,17.81703704,0,279.3239996,0.126334244,1.194673668,0.140801263,155.3690595,15.53690595,1.439584087,0.113335486,0.879218111,0.140801263,11.63524887
2013-06-14,0.018163967,16.33739583,0,288.1027554,0.11731037,1.214178545,0.142025621,155.2713892,15.52713892,1.438535262,0.114788505,0.891070924,0.142025621,11.61532845
2013-06-15,0.015879162,16.34010417,0,288.0862371,0.108286495,1.233683421,0.14324998,155.1737189,15.51737189,1.437486438,0.116241524,0.902923736,0.14324998,11.59540802
2013-06-16,0.015054686,16.90041667,0,284.7049115,0.099262621,1.253188297,0.144474339,155.0760486,15.50760486,1.436437613,0.117694543,0.914776549,0.144474339,11.5754876
2013-06-17,0.015071841,17.45885417,0,281.4048607,0.090238746,1.272693173,0.145698698,154.9783782,15.49783782,1.435388788,0.119147562,0.926629362,0.145698698,11.55556718
2013-06-18,0.017526552,17.23145833,0,282.7403472,0.081214871,1.29219805,0.146923057,154.8807079,15.48807079,1.434339964,0.120600581,0.938482174,0.146923057,11.53564675
2013-06-19,0.015039845,16.864375,0,284.920274,0.072190997,1.311702926,0.148147415,154.7830376,15.47830376,1.433291139,0.1220536,0.950334987,0.148147415,11.51572633
2013-06-20,0.013673299,17.1284375,0,283.3491197,0.063167122,1.331207802,0.149371774,154.6853673,15.46853673,1.432242315,0.123506619,0.9621878,0.149371774,11.49580591
2013-06-21,0.012807848,17.12760417,0,283.3540536,0.054143248,1.350712678,0.150596133,154.587697,15.4587697,1.43119349,0.124959638,0.974040612,0.150596133,11.47588548
2013-06-22,0.012512045,16.9171875,0,284.6047987,0.045119373,1.370217554,0.151820492,154.4900266,15.44900266,1.430144665,0.126412657,0.985893425,0.151820492,11.45596506
2013-06-23,0.012205384,17.95208333,0,278.5465749,0.036095498,1.389722431,0.153044851,154.3923563,15.43923563,1.429095841,0.127865676,0.997746238,0.153044851,11.43604464
2013-06-24,0.011717845,18.49854167,0,275.4398663,0.027071624,1.409227307,0.154269209,154.294686,15.4294686,1.428047016,0.129318696,1.00959905,0.154269209,11.41612422
2013-06-25,0.011516619,18.6259375,0,274.7244826,0.018047749,1.428732183,0.155493568,154.1970157,15.41970157,1.426998192,0.130771715,1.021451863,0.155493568,11.39620379
2013-06-26,0.015542764,18.51552083,0,275.3443288,0.009023875,1.448237059,0.156717927,154.0993454,15.40993454,1.425949367,0.132224734,1.033304676,0.156717927,11.37628337
2013-06-27,0.012711224,18.0690625,0,277.8762773,0,1.467741935,0.157942286,154.001675,15.4001675,1.424900542,0.133677753,1.045157488,0.157942286,11.35636295
2013-06-28,0.011890574,18.80833333,0,273.706007,0.110864745,1.303763441,0.150922629,153.9040047,15.39040047,1.423851718,0.148477021,1.185370558,0.150922629,11.40003728
2013-06-29,0.011280804,18.5846875,0,274.955756,0.22172949,1.139784946,0.143902971,153.8063344,15.38063344,1.422802893,0.163276289,1.325583628,0.143902971,11.4437116
2013-06-30,0.011288755,18.56625,0,275.0592406,0.332594235,0.975806452,0.136883314,153.7086641,15.37086641,1.421754069,0.178075557,1.465796699,0.136883314,11.48738593
2013-07-01,0.010906285,18.653125,0,274.5722422,0.44345898,0.811827957,0.129863657,153.6109938,15.36109938,1.420705244,0.192874825,1.606009769,0.129863657,11.53106026
2013-07-02,0.040745278,18.34645833,0,276.2982482,0.554323725,0.647849462,0.122844,153.5133235,15.35133235,1.41965642,0.207674093,1.746222839,0.122844,11.57473459
2013-07-03,0.081647335,17.18854167,0,282.9936667,0.66518847,0.483870968,0.115824343,153.4156531,15.34156531,1.418607595,0.222473361,1.886435909,0.115824343,11.61840892
2013-07-04,0.094675214,17.13041667,0,283.3374023,0.658259424,0.485887097,0.114508157,153.3179828,15.33179828,1.41755877,0.214360672,1.814737887,0.114508157,11.61388241
2013-07-05,0.058442785,17.22822917,0,282.7593936,0.651330377,0.487903226,0.113191971,153.2203125,15.32203125,1.416509946,0.206247982,1.743039866,0.113191971,11.60935591
2013-07-06,0.037226987,17.57447917,0,280.7301171,0.64440133,0.489919355,0.111875786,153.1226422,15.31226422,1.415461121,0.198135292,1.671341844,0.111875786,11.60482941
2013-07-07,0.030161314,17.60270833,0,280.5658215,0.637472284,0.491935484,0.1105596,153.0249719,15.30249719,1.414412297,0.190022603,1.599643823,0.1105596,11.6003029
2013-07-08,0.026311012,17.48572917,0,281.2477699,0.630543237,0.493951613,0.109243414,152.9273015,15.29273015,1.413363472,0.181909913,1.527945801,0.109243414,11.5957764
2013-07-09,0.022241457,18.00572917,0,278.2388228,0.623614191,0.495967742,0.107927229,152.8296312,15.28296312,1.412314647,0.173797223,1.456247779,0.107927229,11.59124989
2013-07-10,0.067823325,18.09,0,277.7566082,0.616685144,0.497983871,0.106611043,152.7319609,15.27319609,1.411265823,0.165684533,1.384549758,0.106611043,11.58672339
2013-07-11,0.07475585,17.1228125,0,283.3824266,0.609756098,0.5,0.105294857,152.6342906,15.26342906,1.410216998,0.157571844,1.312851736,0.105294857,11.58219689
2013-07-12,0.059038492,16.7646875,0,285.517464,0.688945201,0.725806452,0.106799069,152.5366203,15.25366203,1.409168174,0.146432031,1.21108921,0.106799069,11.26776191
2013-07-13,0.043684873,16.71625,0,285.8084432,0.768134305,0.951612903,0.108303282,152.4389499,15.24389499,1.408119349,0.135292218,1.109326683,0.108303282,10.95332693
2013-07-14,0.042282098,17.545,0,280.9018715,0.847323408,1.177419355,0.109807494,152.3412796,15.23412796,1.407070524,0.124152406,1.007564156,0.109807494,10.63889196
2013-07-15,0.034753825,17.681875,0,280.105982,0.926512512,1.403225806,0.111311706,152.2436093,15.22436093,1.4060217,0.113012593,0.905801629,0.111311706,10.32445698
2013-07-16,0.029400935,18.12552083,0,277.553798,1.005701615,1.629032258,0.112815918,152.145939,15.2145939,1.404972875,0.120923474,0.975495351,0.112815918,10.010022
2013-07-17,0.026407974,18.5190625,0,275.3244081,1.084890719,1.85483871,0.114320131,152.0482687,15.20482687,1.403924051,0.128834356,1.045189072,0.114320131,9.695587027
2013-07-18,0.025035139,18.58635417,0,274.9464048,1.164079823,2.080645161,0.115824343,151.9505984,15.19505984,1.402875226,0.136745237,1.114882793,0.115824343,9.38115205
2013-07-19,0.023444276,18.778125,0,273.8742205,1.10072854,1.917050691,0.117328555,151.852928,15.1852928,1.401826401,0.144656119,1.184576514,0.117328555,9.598658382
2013-07-20,0.022160379,18.7440625,0,274.0641172,1.037377257,1.753456221,0.118832767,151.7552577,15.17552577,1.400777577,0.152728447,1.255723255,0.118832767,9.816164714
2013-07-21,0.022023985,18.58083333,0,274.9773826,0.974025974,1.589861751,0.12033698,151.6575874,15.16575874,1.399728752,0.160800775,1.326869995,0.12033698,10.03367105
2013-07-22,0.020941737,18.580625,0,274.9785517,0.910674691,1.426267281,0.121841192,151.5599171,15.15599171,1.398679928,0.168873103,1.398016735,0.121841192,10.25117738
2013-07-23,0.019868049,18.66729167,0,274.4929736,0.847323408,1.262672811,0.123345404,151.4622468,15.14622468,1.397631103,0.176945431,1.469163475,0.123345404,10.46868371
2013-07-24,0.018473919,18.62177083,0,274.7478277,0.783972125,1.099078341,0.124849616,151.3645764,15.13645764,1.396582278,0.185017759,1.540310216,0.124849616,10.68619004
2013-07-25,0.017093683,17.88197917,0,278.9496621,0.720620843,0.935483871,0.126353829,151.2669061,15.12669061,1.395533454,0.193090087,1.611456956,0.126353829,10.90369637
2013-07-26,0.016250359,17.61166667,0,280.5137194,0.540465632,0.967741935,0.1289862,151.1692358,15.11692358,1.394484629,0.187278011,1.556515899,0.1289862,11.0421541
2013-07-27,0.017794979,17.53739583,0,280.9462061,0.360310421,1,0.131618571,151.0715655,15.10715655,1.393435805,0.181465935,1.501574841,0.131618571,11.18061182
2013-07-28,0.017035739,17.62708333,0,280.4240957,0.180155211,1.032258065,0.134250943,150.9738952,15.09738952,1.39238698,0.175653859,1.446633784,0.134250943,11.31906955
2013-07-29,0.015244289,17.28635417,0,282.41691,0,1.064516129,0.136883314,150.8762248,15.08762248,1.391338156,0.169841782,1.391692727,0.136883314,11.45752727
2013-07-30,0.014119449,16.71708333,0,285.8034326,0.129342203,1.010752688,0.136883314,150.7785545,15.07785545,1.390289331,0.19857927,1.650330118,0.136883314,11.37250909
2013-07-31,0.013888516,16.89291667,0,284.7497028,0.258684405,0.956989247,0.136883314,150.6808842,15.06808842,1.389240506,0.227316758,1.908967509,0.136883314,11.2874909
2013-08-01,0.014862674,17.30354167,0,282.3157801,0.388026608,0.903225806,0.136883314,150.5832139,15.05832139,1.388191682,0.256054246,2.1676049,0.136883314,11.20247272
2013-08-02,0.013494804,17.48364583,0,281.2599419,0.526607539,0.959677419,0.139515686,150.4855436,15.04855436,1.387142857,0.221423959,1.853299942,0.139515686,10.99800076
2013-08-03,0.012779856,17.403125,0,281.7311112,0.66518847,1.016129032,0.142148057,150.3878733,15.03878733,1.386094033,0.186793671,1.538994984,0.142148057,10.79352879
2013-08-04,0.012439228,17.68322917,0,280.098128,0.803769401,1.072580645,0.144780429,150.2902029,15.02902029,1.385045208,0.152163384,1.224690027,0.144780429,10.58905683
2013-08-05,0.011212063,16.97802083,0,284.2421842,0.942350333,1.129032258,0.1474128,150.1925326,15.01925326,1.383996383,0.117533097,0.910385069,0.1474128,10.38458486
2013-08-06,0.012202468,17.614375,0,280.4979709,0.757575758,1.107526882,0.154432457,150.0948623,15.00948623,1.382947559,0.14476375,1.148441292,0.154432457,10.58142539
2013-08-07,0.012268453,17.79927083,0,279.4265634,0.572801183,1.086021505,0.161452114,149.997192,14.9997192,1.381898734,0.171994403,1.386497514,0.161452114,10.77826592
2013-08-08,0.021506593,18.2040625,0,277.1062936,0.388026608,1.064516129,0.168471772,149.8995217,14.98995217,1.38084991,0.199225057,1.624553737,0.168471772,10.97510645
2013-08-09,0.016829839,18.6921875,0,274.3537695,0.480413895,1.096774194,0.168471772,149.8018513,14.98018513,1.379801085,0.178963513,1.442199846,0.168471772,10.84102168
2013-08-10,0.013339762,19.02541667,0,272.5025935,0.572801183,1.129032258,0.168471772,149.704181,14.9704181,1.37875226,0.15870197,1.259845955,0.168471772,10.7069369
2013-08-11,0.014757731,18.99645833,0,272.6625795,0.66518847,1.161290323,0.168471772,149.6065107,14.96065107,1.377703436,0.138440426,1.077492064,0.168471772,10.57285213
2013-08-12,0.013944547,19.02708333,0,272.4933908,0.757575758,1.193548387,0.168471772,149.5088404,14.95088404,1.376654611,0.118178883,0.895138174,0.168471772,10.43876736
2013-08-13,0.013164878,18.6296875,0,274.7034749,0.849963045,1.225806452,0.168471772,149.4111701,14.94111701,1.375605787,0.134969325,1.046252155,0.168471772,10.30468258
2013-08-14,0.011556617,17.44625,0,281.4785891,0.942350333,1.258064516,0.168471772,149.3134997,14.93134997,1.374556962,0.151759768,1.197366136,0.168471772,10.17059781
2013-08-15,0.010194497,15.83833333,0,291.1757276,0.44345898,1,0.157942286,149.2158294,14.92158294,1.373508137,0.16855021,1.359009603,0.157942286,10.91811426
2013-08-16,0.010085404,15.5865625,0,292.7483239,0.59127864,1,0.156187371,149.1181591,14.91181591,1.372459313,0.164621677,1.325407721,0.156187371,10.76085518
2013-08-17,0.010432882,15.54875,0,292.9858175,0.7390983,1,0.154432457,149.0204888,14.90204888,1.371410488,0.160693144,1.291805838,0.154432457,10.60359609
2013-08-18,0.019876397,16.06864583,0,289.750336,0.88691796,1,0.152677543,148.9228185,14.89228185,1.370361664,0.156764611,1.258203955,0.152677543,10.44633701
2013-08-19,0.014150812,16.48552083,0,287.2018138,1.03473762,1,0.150922629,148.8251482,14.88251482,1.369312839,0.152836078,1.224602073,0.150922629,10.28907793
2013-08-20,0.012188007,17.34458333,0,282.0745557,1.18255728,1,0.149167714,148.7274778,14.87274778,1.368264014,0.148907545,1.19100019,0.149167714,10.13181885
2013-08-21,0.011217866,17.80791667,0,279.3766428,1.33037694,1,0.1474128,148.6298075,14.86298075,1.36721519,0.144979012,1.157398307,0.1474128,9.974559769
2013-08-22,0.011174918,18.051875,0,277.974582,1.278904023,1.020737327,0.150421225,148.5321372,14.85321372,1.366166365,0.144471608,1.149823252,0.150421225,9.995855938
2013-08-23,0.010177985,18.065,0,277.8995074,1.227431105,1.041474654,0.153429649,148.4344669,14.84344669,1.365117541,0.143964205,1.142248196,0.153429649,10.01715211
2013-08-24,0.009678224,17.05822917,0,283.7653403,1.175958188,1.062211982,0.156438074,148.3367966,14.83367966,1.364068716,0.143456802,1.13467314,0.156438074,10.03844828
2013-08-25,0.008804601,16.7040625,0,285.8817408,1.124485271,1.082949309,0.159446498,148.2391262,14.82391262,1.363019892,0.142949398,1.127098084,0.159446498,10.05974444
2013-08-26,0.008551675,16.85375,0,284.983818,1.073012354,1.103686636,0.162454923,148.1414559,14.81414559,1.361971067,0.142441995,1.119523028,0.162454923,10.08104061
2013-08-27,0.008991083,17.90177083,0,278.8357578,1.021539436,1.124423963,0.165463347,148.0437856,14.80437856,1.360922242,0.141934591,1.111947973,0.165463347,10.10233678
2013-08-28,0.009494472,18.31458333,0,276.4787615,0.970066519,1.14516129,0.168471772,147.9461153,14.79461153,1.359873418,0.141427188,1.104372917,0.168471772,10.12363295
2013-08-29,0.00906074,19.04479167,0,272.3956461,0.918593602,1.165898618,0.171480196,147.848445,14.7848445,1.358824593,0.140919784,1.096797861,0.171480196,10.14492912
2013-08-30,0.008169272,18.82375,0,273.6202312,0.867120684,1.186635945,0.17448862,147.7507746,14.77507746,1.357775769,0.140412381,1.089222805,0.17448862,10.16622529
2013-08-31,0.008928905,18.7621875,0,273.963042,0.815647767,1.207373272,0.177497045,147.6531043,14.76531043,1.356726944,0.139904977,1.08164775,0.177497045,10.18752146
2013-09-01,0.008674448,18.71635417,0,274.2187631,0.76417485,1.228110599,0.180505469,147.555434,14.7555434,1.355678119,0.139397574,1.074072694,0.180505469,10.20881763
2013-09-02,0.008212939,18.98645833,0,272.7178654,0.712701932,1.248847926,0.183513894,147.4577637,14.74577637,1.354629295,0.13889017,1.066497638,0.183513894,10.23011379
2013-09-03,0.007796262,19.05041667,0,272.3646108,0.661229015,1.269585253,0.186522318,147.3600934,14.73600934,1.35358047,0.138382767,1.058922582,0.186522318,10.25140996
2013-09-04,0.006900643,17.62958763,0,280.4095419,0.609756098,1.290322581,0.189530743,147.2624231,14.72624231,1.352531646,0.137875363,1.051347526,0.189530743,10.27270613
2013-09-05,0.006889393,17.57677083,0,280.716773,0.578080456,1.165898618,0.183513894,147.1647527,14.71647527,1.351482821,0.149868536,1.165302933,0.183513894,10.41936632
2013-09-06,0.006223124,17.1275,0,283.3546704,0.546404815,1.041474654,0.177497045,147.0670824,14.70670824,1.350433996,0.161861709,1.27925834,0.177497045,10.5660265
2013-09-07,0.006237772,16.55177083,0,286.8004897,0.514729173,0.917050691,0.171480196,146.9694121,14.69694121,1.349385172,0.173854883,1.393213747,0.171480196,10.71268668
2013-09-08,0.006590573,17.47052083,0,281.336647,0.483053532,0.792626728,0.165463347,146.8717418,14.68717418,1.348336347,0.185848056,1.507169154,0.165463347,10.85934686
2013-09-09,0.006252365,17.93875,0,278.6231592,0.45137789,0.668202765,0.159446498,146.7740715,14.67740715,1.347287523,0.197841229,1.621124562,0.159446498,11.00600705
2013-09-10,0.012619475,18.59916667,0,274.8745371,0.419702249,0.543778802,0.153429649,146.6764011,14.66764011,1.346238698,0.209834402,1.735079969,0.153429649,11.15266723
2013-09-11,0.023839777,20.09375,0,266.7152314,0.388026608,0.419354839,0.1474128,146.5787308,14.65787308,1.345189873,0.221827575,1.849035376,0.1474128,11.29932741
2013-09-12,0.022144619,20.46708333,0,264.7441715,0.388026608,0.400921659,0.141395951,146.4810605,14.64810605,1.344141049,0.208957978,1.739225849,0.141395951,11.30832117
2013-09-13,0.021110723,19.1359375,0,271.8935362,0.388026608,0.382488479,0.135379102,146.3833902,14.63833902,1.343092224,0.19608838,1.629416322,0.135379102,11.31731493
2013-09-14,0.020650568,16.90364583,0,284.6856302,0.388026608,0.3640553,0.129362253,146.2857199,14.62857199,1.3420434,0.183218783,1.519606795,0.129362253,11.32630869
2013-09-15,0.020323499,16.9534375,0,284.3886207,0.388026608,0.34562212,0.123345404,146.1880495,14.61880495,1.340994575,0.170349186,1.409797268,0.123345404,11.33530245
2013-09-16,0.020809289,17.9103125,0,278.7866248,0.388026608,0.32718894,0.117328555,146.0903792,14.60903792,1.33994575,0.157479589,1.299987742,0.117328555,11.34429621
2013-09-17,0.02018743,16.5175,0,287.0079676,0.388026608,0.30875576,0.111311706,145.9927089,14.59927089,1.338896926,0.144609991,1.190178215,0.111311706,11.35328996
2013-09-18,0.019762738,15.810625,0,291.3480577,0.388026608,0.290322581,0.105294857,145.8950386,14.58950386,1.337848101,0.131740394,1.080368688,0.105294857,11.36228372
2013-09-19,0.019695157,17.0146875,0,284.0240208,0.415742794,0.298387097,0.105294857,145.7973683,14.57973683,1.336799277,0.134461922,1.104862438,0.105294857,11.3170636
2013-09-20,0.02150843,17.6203125,0,280.4634511,0.44345898,0.306451613,0.105294857,145.699698,14.5699698,1.335750452,0.137183449,1.129356188,0.105294857,11.27184348
2013-09-21,0.024577238,17.57791667,0,280.7101014,0.471175166,0.314516129,0.105294857,145.6020276,14.56020276,1.334701627,0.139904977,1.153849937,0.105294857,11.22662335
2013-09-22,0.022740408,16.66447917,0,286.1200335,0.498891353,0.322580645,0.105294857,145.5043573,14.55043573,1.333652803,0.142626505,1.178343687,0.105294857,11.18140323
2013-09-23,0.020707355,15.939375,0,290.5488464,0.526607539,0.330645161,0.105294857,145.406687,14.5406687,1.332603978,0.145348033,1.202837437,0.105294857,11.1361831
2013-09-24,0.019980469,16.17802083,0,289.0777812,0.554323725,0.338709677,0.105294857,145.3090167,14.53090167,1.331555154,0.14806956,1.227331186,0.105294857,11.09096298
2013-09-25,0.019944661,16.46395833,0,287.3326501,0.582039911,0.346774194,0.105294857,145.2113464,14.52113464,1.330506329,0.150791088,1.251824936,0.105294857,11.04574286
2013-09-26,0.020136099,16.800625,0,285.3019183,0.609756098,0.35483871,0.105294857,145.113676,14.5113676,1.329457505,0.15055361,1.24968763,0.105294857,11.00052273
2013-09-27,0.019870136,16.13,0,289.3727208,0.637472284,0.362903226,0.105294857,145.0160057,14.50160057,1.32840868,0.150316131,1.247550323,0.105294857,10.95530261
2013-09-28,0.018994174,16.00291667,0,290.1558564,0.66518847,0.370967742,0.105294857,144.9183354,14.49183354,1.327359855,0.150078653,1.245413016,0.105294857,10.91008249
2013-09-29,0.019326967,15.34354167,0,294.2807208,0.710542229,0.365102639,0.105294857,144.8206651,14.48206651,1.326311031,0.149841174,1.24327571,0.105294857,10.86115441
2013-09-30,0.018472237,15.7184375,0,291.9227262,0.755895989,0.359237537,0.105294857,144.7229948,14.47229948,1.325262206,0.149603696,1.241138403,0.105294857,10.81222633
2013-10-01,0.018520284,16.50375,0,287.0912865,0.801249748,0.353372434,0.105294857,144.6253244,14.46253244,1.324213382,0.149366217,1.239001097,0.105294857,10.76329825
2013-10-02,0.018450837,16.8859375,0,284.791395,0.846603507,0.347507331,0.105294857,144.5276541,14.45276541,1.323164557,0.149128739,1.23686379,0.105294857,10.71437017
2013-10-03,0.017952761,17.45333333,0,281.4371507,0.891957267,0.341642229,0.105294857,144.4299838,14.44299838,1.322115732,0.14889126,1.234726484,0.105294857,10.6654421
2013-10-04,0.017905933,17.97010417,0,278.4431263,0.937311026,0.335777126,0.105294857,144.3323135,14.43323135,1.321066908,0.148653782,1.232589177,0.105294857,10.61651402
2013-10-05,0.017968999,18.47489583,0,275.5730142,0.982664785,0.329912023,0.105294857,144.2346432,14.42346432,1.320018083,0.148416303,1.23045187,0.105294857,10.56758594
2013-10-06,0.017082197,18.5284375,0,275.2716895,1.028018545,0.324046921,0.105294857,144.1369729,14.41369729,1.318969259,0.148178825,1.228314564,0.105294857,10.51865786
2013-10-07,0.029324781,17.54427083,0,280.9061222,1.073372304,0.318181818,0.105294857,144.0393025,14.40393025,1.317920434,0.147941346,1.226177257,0.105294857,10.46972978
2013-10-08,0.019760667,15.19729167,0,295.2098409,1.118726063,0.312316716,0.105294857,143.9416322,14.39416322,1.316871609,0.147703868,1.224039951,0.105294857,10.42080171
2013-10-09,0.018354081,14.64604167,0,298.7594696,1.164079823,0.306451613,0.105294857,143.8439619,14.38439619,1.315822785,0.147466389,1.221902644,0.105294857,10.37187363
2013-10-10,0.020892811,14.56625,0,299.2795834,1.061133988,0.271889401,0.103790645,143.7462916,14.37462916,1.31477396,0.147228911,1.22126955,0.103790645,10.49994225
2013-10-11,0.019571843,15.84927083,0,291.1077527,0.958188153,0.237327189,0.102286433,143.6486213,14.36486213,1.313725136,0.146991432,1.220636455,0.102286433,10.62801088
2013-10-12,0.019247074,16.09604167,0,289.5816146,0.855242319,0.202764977,0.10078222,143.5509509,14.35509509,1.312676311,0.146753953,1.220003361,0.10078222,10.7560795
2013-10-13,0.018356064,16.16083333,0,289.1832835,0.752296484,0.168202765,0.099278008,143.4532806,14.34532806,1.311627486,0.146516475,1.219370267,0.099278008,10.88414813
2013-10-14,0.018995604,15.85541667,0,291.0695697,0.649350649,0.133640553,0.097773796,143.3556103,14.33556103,1.310578662,0.146278996,1.218737172,0.097773796,11.01221675
2013-10-15,0.017844792,15.185,0,295.2881681,0.546404815,0.099078341,0.096269584,143.25794,14.325794,1.309529837,0.146041518,1.218104078,0.096269584,11.14028538
2013-10-16,0.017397937,15.4340625,0,293.7082593,0.44345898,0.064516129,0.094765371,143.1602697,14.31602697,1.308481013,0.145804039,1.217470984,0.094765371,11.268354
2013-10-17,0.017468454,16.0059375,0,290.1371969,0.45137789,0.064516129,0.094765371,143.0625993,14.30625993,1.307432188,0.145566561,1.215333677,0.094765371,11.25099567
2013-10-18,0.017706358,14.19770833,0,301.7029896,0.459296801,0.064516129,0.094765371,142.964929,14.2964929,1.306383363,0.145329082,1.213196371,0.094765371,11.23363734
2013-10-19,0.016643276,13.9453125,0,303.3829341,0.467215711,0.064516129,0.094765371,142.8672587,14.28672587,1.305334539,0.145091604,1.211059064,0.094765371,11.21627901
2013-10-20,0.017219298,12.44229167,0,313.7418001,0.475134621,0.064516129,0.094765371,142.7695884,14.27695884,1.304285714,0.144854125,1.208921757,0.094765371,11.19892068
2013-10-21,0.016452681,12.46229167,0,313.599844,0.483053532,0.064516129,0.094765371,142.6719181,14.26719181,1.30323689,0.144616647,1.206784451,0.094765371,11.18156235
