time,FLOW,TEMP,SALT,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon,OXY_oxy
2013-05-15,0.012394567,16.4003,0,1.55210643,3.14516129,0.063176914,355.9533722,35.59533722,3.675,0.044946723,0.341343589,0.063176914,28.37773228,287.7195365
2013-05-16,0.012394567,18.3691,0,1.516010932,3.242685671,0.06391153,355.733614,35.5733614,3.672377939,0.096674201,0.806156278,0.06391153,28.29270484,276.1701526
2013-05-17,0.014591562,18.47916,0,1.479915433,3.340210053,0.064646145,355.5138557,35.55138558,3.669755877,0.091803127,0.761582002,0.064646145,28.20767741,275.5489945
2013-05-18,0.019089422,18.58922,0,1.443819935,3.437734434,0.06538076,355.2940976,35.52940975,3.667133816,0.086932054,0.717007726,0.06538076,28.12264997,274.9303269
2013-05-19,0.021379832,18.69928,0,1.407724437,3.535258815,0.066115375,355.0743393,35.50743393,3.664511754,0.082060981,0.672433451,0.066115375,28.03762254,274.3141352
2013-05-20,0.019776605,18.80934,0,1.371628938,3.632783196,0.066849991,354.8545811,35.48545811,3.661889693,0.077189907,0.627859175,0.066849991,27.9525951,273.7004046
2013-05-21,0.015289199,18.9194,0,1.33553344,3.730307577,0.067584606,354.6348229,35.46348229,3.659267631,0.072318834,0.583284899,0.067584606,27.86756766,273.0891206
2013-05-22,0.022371187,19.98165,0,1.299437942,3.827831958,0.068319221,354.4150647,35.44150647,3.65664557,0.067447761,0.538710623,0.068319221,27.78254023,267.3121806
2013-05-23,0.023886864,21.0439,0,1.263342443,3.925356339,0.069053837,354.1953064,35.41953065,3.654023508,0.062576687,0.494136347,0.069053837,27.69751279,261.7492223
2013-05-24,0.013913985,21.19675714,0,1.227246945,4.02288072,0.069788452,353.9755483,35.39755482,3.651401447,0.063739102,0.503863469,0.069788452,27.61248535,260.9656175
2013-05-25,0.012398307,21.34961429,0,1.191151446,4.120405101,0.070523067,353.75579,35.375579,3.648779385,0.064901518,0.513590591,0.070523067,27.52745792,260.1861613
2013-05-26,0.012394567,21.50247143,0,1.155055948,4.217929482,0.071257682,353.5360319,35.35360318,3.646157324,0.066063933,0.523317713,0.071257682,27.44243048,259.4108196
2013-05-27,0.012394567,21.65532857,0,1.11896045,4.315453863,0.071992298,353.3162736,35.33162736,3.643535262,0.067226348,0.533044835,0.071992298,27.35740305,258.6395585
2013-05-28,0.012394567,21.80818571,0,1.082864951,4.412978245,0.072726913,353.0965153,35.30965154,3.640913201,0.068388763,0.542771957,0.072726913,27.27237561,257.8723447
2013-05-29,0.012394567,21.96104286,0,1.046769453,4.510502626,0.073461528,352.8767572,35.28767572,3.638291139,0.069551179,0.552499079,0.073461528,27.18734817,257.1091449
2013-05-30,0.012394567,22.1139,0,1.010673955,4.608027007,0.074196144,352.6569989,35.26569989,3.635669078,0.070713594,0.562226201,0.074196144,27.10232074,256.3499261
2013-05-31,0.012394567,22.42794,0,0.974578456,4.705551388,0.074930759,352.4372407,35.24372407,3.633047016,0.070519858,0.559747963,0.074930759,27.0172933,254.8024885
2013-06-01,0.012502687,22.74198,0,0.938482958,4.803075769,0.075665374,352.2174825,35.22174825,3.630424955,0.070326122,0.557269724,0.075665374,26.93226587,253.2714366
2013-06-02,0.018940672,23.05602,0,0.902387459,4.90060015,0.076399989,351.9977243,35.19977243,3.627802893,0.070132386,0.554791486,0.076399989,26.84723843,251.7564952
2013-06-03,0.019127927,23.37006,0,0.866291961,4.998124531,0.077134605,351.777966,35.17779661,3.625180832,0.06993865,0.552313248,0.077134605,26.76221099,250.2573936
