Reservoir,Site,DateTime,Secchi_m,Flag_Secchi
BVR,50,8/30/13 12:00,2.3,1
BVR,50,8/30/13 12:00,2.3,1
BVR,50,10/16/13 12:00,4.4,0
BVR,50,4/30/14 12:00,3,0
BVR,50,4/30/14 12:00,2.75,0
BVR,50,4/30/14 12:00,3,0
BVR,50,5/14/14 12:00,3.5,0
BVR,50,5/14/14 12:00,3.5,0
BVR,50,5/29/14 12:00,3.5,0
BVR,50,6/4/14 12:00,4.4,0
BVR,50,6/4/14 12:00,4.4,0
BVR,50,6/18/14 12:00,4.2,0
BVR,50,6/18/14 12:00,4.2,0
BVR,50,6/25/14 12:00,4.7,0
BVR,50,6/25/14 12:00,4.7,0
BVR,50,7/2/14 12:00,3,0
BVR,50,7/2/14 12:00,3,0
BVR,50,7/9/14 12:00,2.5,0
BVR,50,7/9/14 12:00,2.5,0
BVR,50,7/23/14 12:00,2.2,0
BVR,50,7/23/14 12:00,2.5,0
BVR,50,7/30/14 12:00,2.5,0
BVR,50,7/30/14 12:00,2.5,0
BVR,50,8/13/14 12:00,2.6,0
BVR,50,8/13/14 12:00,2.6,0
BVR,50,9/4/14 12:00,3.8,0
BVR,50,9/4/14 12:00,3.8,0
BVR,50,9/25/14 12:00,3.3,0
BVR,50,9/25/14 12:00,3.3,0
BVR,50,5/28/15 12:00,3.9,0
BVR,50,6/4/15 12:00,3.4,0
BVR,50,6/11/15 12:00,3.3,0
BVR,50,6/18/15 12:00,3.2,0
BVR,50,6/25/15 12:00,2.5,0
BVR,50,7/2/15 12:00,2.6,0
BVR,50,7/2/15 12:00,2.6,0
BVR,50,7/9/15 12:00,2.9,0
BVR,50,7/16/15 12:00,2.8,0
BVR,50,7/23/15 12:00,2.7,0
BVR,50,7/30/15 12:00,2.6,0
BVR,50,8/13/15 12:00,2.5,0
BVR,50,8/20/15 12:00,2.5,0
BVR,50,10/23/15 12:00,3,0
BVR,50,10/23/15 12:00,3,0
BVR,50,3/23/16 12:00,1.74,0
BVR,50,4/5/16 12:00,2.21,1
BVR,50,4/6/16 12:00,2.21,0
BVR,50,4/20/16 12:00,2.49,1
BVR,50,4/23/16 12:00,1.74,1
BVR,50,5/4/16 12:00,3.08,1
BVR,50,5/12/16 12:00,4.04,1
BVR,50,5/19/16 12:00,3.25,1
BVR,50,5/26/16 12:00,3.45,1
BVR,50,5/29/16 12:00,2.76,1
BVR,50,5/31/16 12:00,3.02,1
BVR,50,6/2/16 12:00,4.2,1
BVR,50,6/8/16 12:00,3.9,1
BVR,50,6/16/16 12:00,3.3,1
BVR,50,6/23/16 12:00,3.9,1
BVR,50,6/26/16 12:00,2.79,1
BVR,50,6/28/16 12:00,3.5,1
BVR,50,6/30/16 12:00,3.06,1
BVR,50,7/7/16 12:00,3.08,1
BVR,50,7/14/16 12:00,3.1,1
BVR,50,7/21/16 12:00,2.7,1
BVR,50,7/24/16 12:00,2.3,1
BVR,50,7/28/16 12:00,2.47,1
BVR,50,8/4/16 12:00,1.79,1
BVR,50,8/11/16 12:00,1.9,1
BVR,50,8/18/16 12:00,2.65,1
BVR,50,8/23/16 12:00,2.87,1
BVR,50,9/6/16 12:00,2.13,1
BVR,50,9/27/16 12:00,2.21,1
BVR,50,10/11/16 12:00,2.3,1
BVR,50,10/25/16 12:00,2.24,1
BVR,50,11/11/16 12:00,1.35,0
BVR,50,3/17/17 12:00,2.51,0
BVR,50,4/10/17 10:03,3.29,0
BVR,50,5/5/17 12:17,3.15,0
BVR,50,5/10/17 10:07,2.5,0
BVR,50,5/18/17 10:50,3.45,0
BVR,50,5/25/17 12:39,2.14,0
BVR,50,5/30/17 11:25,2.05,0
BVR,50,6/1/17 10:02,2.19,0
BVR,50,6/8/17 11:55,2.18,0
BVR,50,6/15/17 10:50,1.83,0
BVR,50,6/22/17 10:40,1,0
BVR,50,6/29/17 11:10,0.92,0
BVR,50,7/7/17 12:00,0.87,0
BVR,50,7/13/17 10:35,1.26,0
BVR,50,7/20/17 12:00,1.09,0
BVR,50,7/27/17 11:05,0.9,0
BVR,50,8/3/17 10:50,0.96,0
BVR,50,8/10/17 10:10,1.1,0
BVR,50,8/17/17 14:42,1.17,0
BVR,50,8/24/17 10:48,1.15,0
BVR,50,9/5/17 14:46,1.18,0
BVR,50,9/19/17 14:27,1.1,0
BVR,50,10/3/17 14:42,1,0
BVR,50,10/17/17 14:40,1.07,0
BVR,50,11/7/17 15:10,1.05,0
BVR,50,5/4/18 11:46,2.01,0
BVR,50,5/11/18 10:50,2,0
BVR,50,5/17/18 11:30,2.08,0
BVR,50,5/24/18 10:00,2.16,0
BVR,50,5/31/18 10:47,1.86,0
BVR,50,6/7/18 12:00,2.34,0
BVR,50,6/14/18 11:34,1.85,0
BVR,50,6/21/18 12:00,1.9,0
BVR,50,6/28/18 11:15,1.15,0
BVR,50,7/5/18 11:30,0.92,0
BVR,50,7/12/18 10:12,1.12,0
BVR,50,7/19/18 12:12,1.09,0
BVR,50,7/26/18 12:05,4.22,0
BVR,50,8/9/18 12:15,1.03,0
BVR,50,8/16/18 11:04,1.12,0
BVR,50,8/24/18 14:50,1.87,0
BVR,50,9/7/18 14:22,2.57,0
BVR,50,9/21/18 14:16,1.89,0
BVR,50,10/5/18 15:02,2.08,0
BVR,50,10/19/18 13:15,1.72,0
BVR,50,4/8/19 12:25,4.18,0
BVR,50,4/29/19 13:40,3.1,0
BVR,50,5/16/19 12:22,4.5,0
BVR,50,5/23/19 10:30,4.35,0
BVR,50,5/30/19 14:10,3.6,0
BVR,50,6/13/19 11:44,3.5,0
BVR,50,6/20/19 12:56,4.44,0
BVR,50,6/27/19 0:00,4.6,0
BVR,50,7/3/19 11:38,3.5,0
BVR,50,7/11/19 0:00,3.95,0
BVR,50,7/18/19 15:35,3.25,0
BVR,50,7/24/19 12:38,2.63,0
BVR,50,8/1/19 11:20,2.3,0
BVR,50,8/8/19 12:15,2.3,0
BVR,50,8/14/19 14:10,2.5,0
BVR,50,9/4/19 13:04,2.8,0
BVR,50,9/20/19 13:00,2,0
BVR,50,10/4/19 14:39,2.1,0
BVR,50,10/18/19 13:15,0.9,0
BVR,50,10/28/19 14:45,1,0
BVR,50,11/15/19 14:00,1.05,0
BVR,50,12/6/19 13:30,1.27,0
CCR,50,8/30/13 12:00,2.5,1
CCR,50,4/20/14 13:00,2.5,0
CCR,50,5/2/14 11:00,2.5,0
CCR,50,5/8/14 9:30,3.3,0
CCR,50,5/15/14 9:15,2.4,0
CCR,50,5/27/14 11:00,3.8,0
CCR,50,6/4/14 9:15,4.3,0
CCR,50,6/12/14 9:30,4.3,0
CCR,50,6/26/14 9:45,4.5,0
CCR,50,7/3/14 9:00,4.3,0
CCR,50,7/10/14 12:00,4,0
CCR,50,7/24/14 10:30,5,0
CCR,50,8/7/14 13:30,4.5,0
CCR,50,8/21/14 9:30,3.1,0
CCR,50,9/5/14 9:30,5.2,0
CCR,50,9/19/14 14:00,3.5,0
CCR,50,10/3/14 15:30,3.6,0
CCR,50,10/24/14 14:00,3,0
CCR,50,5/8/15 12:00,3.2,0
CCR,50,5/22/15 12:00,3.5,0
CCR,50,5/29/15 12:00,4.8,0
CCR,50,6/12/15 12:00,4.6,0
CCR,50,6/26/15 12:00,4.5,0
CCR,50,7/10/15 12:00,4.2,0
CCR,50,7/24/15 12:00,5.25,0
CCR,50,8/7/15 12:00,4.6,0
CCR,50,8/26/15 12:00,4.6,0
CCR,50,9/9/15 12:00,4.9,0
CCR,50,9/23/15 12:00,3.2,0
CCR,50,10/28/15 12:00,3,0
CCR,50,5/13/16 9:42,3.5,1
CCR,50,5/27/16 12:00,3.3,1
CCR,50,5/27/16 12:15,3.3,1
